territoire,ligne,nom_ligne,arret_id,code,arret,latitude,longitude
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32822,,Place de Rueil,49.04756984753533,1.8768347048893728
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:32822,,Place de Rueil,49.04756984753533,1.8768347048893728
TàD 4306,TàD 4306,TàD 4306,IDFM:11761,,Place de Selves,48.47496797930635,2.3280357034055963
TàD 4591,TàD 4591,TàD 4591,IDFM:3127,,Place des FFI,48.61510208920912,2.2619726060605867
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:14629,,Place des Marronniers,48.99896960474392,2.4274496454011887
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:14631,,Place des Marronniers,48.999301779295116,2.427336651584724
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:38213,,Place du 19 Mars 1962,49.092475722340446,2.502129363894223
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29511,,Place du Carrouge,49.18064393324645,2.114321212727848
TàD 3209,TàD 3209,TàD 3209,IDFM:10017,,Place du Châtel,48.562186597884825,3.288257789019724
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:422954,,Place du Général de Gaulle - Gare,49.04710132110879,2.0962857380887
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:40490,,Place du Souvenir,49.08833187014218,2.371825760720469
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:13256,,Place du Souvenir,49.00635063189429,2.283178267148275
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:13257,,Place du Souvenir,49.005954022056166,2.2830197168684165
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:490501,,Place du Tilleul,49.0012384876572,1.8854222575886053
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32779,,Place du Tilleul,49.001293195823756,1.885503092844154
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:38214,,Place du Vert Clos,49.08037710819658,2.5030667689732184
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419501,,Place du Vert Clos,49.0800518418774,2.5026866259152145
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:13666,,Place du Vexin,49.00484822538386,1.9068334184628275
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:13667,,Place du Vexin,49.00477017503386,1.9066565434014828
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29512,,Place du Village,49.150566703310794,2.1104081621275794
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:14645,,Place Gaston Tessier,49.00435586342219,2.4236725918149586
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:423570,,Place Gaston Tessier,49.00416119350495,2.4243308119833236
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38132,,Place Henri Barbusse,48.961525823510584,2.5707745358767244
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:423598,,Place Henri Barbusse,48.96174531612533,2.5705446584285037
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:32936,,Place Hubeaut,49.07867447955211,2.0032719407919415
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:490567,,Place Jacques Chirac - Gare,48.95165609197668,2.601922832285636
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:42062,,Place Jean-Baptiste Delambre,49.0541392814075,2.6802258639787384
TàD Goêle,TàD,TàD Goêle,IDFM:42062,,Place Jean-Baptiste Delambre,49.0541392814075,2.6802258639787384
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:424992,,Place Melun,48.960080494825256,2.590769538321473
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:419332,,Place Melun,48.960487860032636,2.590244662760953
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29547,,Place Peyron,49.143037663636164,1.9807354794915764
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29550,,Place Peyron,49.142858211305274,1.9807801263507867
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:39242,,Place Pierre Curie,48.94064848654038,2.5780631170686483
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40749,,Place René Droulot,48.95403061286831,2.5559706431037212
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38178,,Place René Droulot,48.954040110721834,2.5561071080593467
TàD 4592,TàD 4592,TàD 4592,IDFM:11962,,Place Stalingrad,48.65527797905384,2.33101480196917
TàD 4306,TàD 4306,TàD 4306,IDFM:427798,,Plateau,48.480270690955415,2.3630146839334145
TàD 4306,TàD 4306,TàD 4306,IDFM:427795,,Plateau,48.48015338316311,2.3629484495814697
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16801,,Poitou,48.917523914288,2.6508001053573595
TàD Dimanche,TàD,TàD Dimanche,IDFM:16801,,Poitou,48.917523914288,2.6508001053573595
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16801,,Poitou,48.917523914288,2.6508001053573595
TàD Goêle,TàD,TàD Goêle,IDFM:38281,,Ponceau,49.04989950075555,2.658897932010637
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:39142,,Pont,48.974063299658376,2.6412007578472023
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:32865,,Pont au Bois,49.08582546050227,1.8984448401810416
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:419706,,Pont Chinois,49.007958020742954,2.471719804533289
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:420197,,Pont Chinois,49.00777854666172,2.471803642694169
TàD 4306,TàD 4306,TàD 4306,IDFM:11972,,Pont de Villiers,48.48552489476252,2.3448844388581436
TàD 4306,TàD 4306,TàD 4306,IDFM:11973,,Pont de Villiers,48.485857064175754,2.344758495754
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38690,,Pont à l'Huile,49.001385876528374,2.465882428865474
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:419671,,Pont à l'Huile,48.999458287215795,2.4671732429107047
TàD 4596,TàD 4596,TàD 4596,IDFM:491789,,Porte d'Étampes,48.58649606887274,2.2461724044005473
TàD 3209,TàD 3209,TàD 3209,IDFM:492227,,Porte de Jouy,48.56494110981399,3.2837326546329146
TàD 3209,TàD 3209,TàD 3209,IDFM:41618,,Porte de Jouy,48.56495874495262,3.283881834113608
TàD 4342,TàD 4342,TàD 4342,IDFM:7339,,Porte du Roy,48.39864422040422,2.4570369434058836
TàD 4342,TàD 4342,TàD 4342,IDFM:37106,,Porte Frenneville,48.405899058031046,2.2997720450906334
TàD 4342,TàD 4342,TàD 4342,IDFM:7385,,Porte Frenneville,48.405781389129636,2.299651999827745
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:14239,,Poste,49.03114419696601,2.335102540965614
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40748,,Poste,48.951547672234106,2.5581355133189403
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32576,,Poste,48.963758934234725,1.874247444816905
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:39248,,Poste,48.98327591502763,2.554067645453785
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:490594,,Poste,48.98371596505874,2.5539135831880837
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:427869,,Poste,49.030835003745906,2.334477447294518
TàD 4344,TàD 4344,TàD 4344,IDFM:7279,,Poste,48.430957266270575,2.271710673016697
TàD 4344,TàD 4344,TàD 4344,IDFM:7278,,Poste,48.43103640459613,2.2714121573650656
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:38697,,Poteau de Marly,49.09387391962808,2.5032249493432266
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419502,,Poteau de Marly,49.09352168498907,2.5028449649521995
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:425007,,Primevères,48.94004904824825,2.5191778226578143
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40568,,Primevères,48.939951172429666,2.5194380953264157
TàD 2429,TàD 2429,TàD 2429,IDFM:6588,,Promenade du Nord,48.84809554389993,3.233615277592536
TàD 2429,TàD 2429,TàD 2429,IDFM:477710,,Promenade du Nord,48.847987731449244,3.2335602876448277
TàD 4305,TàD 4305,TàD 4305,IDFM:463467,,Provenchères,48.44065597693874,2.365780107356981
TàD 4344,TàD 4344,TàD 4344,IDFM:463467,,Provenchères,48.44065597693874,2.365780107356981
TàD 4305,TàD 4305,TàD 4305,IDFM:463465,,Provenchères,48.4407521865121,2.365265132802155
TàD 4344,TàD 4344,TàD 4344,IDFM:463465,,Provenchères,48.4407521865121,2.365265132802155
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32456,,Pré Seigneur,48.965767805588996,1.9047177488675289
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32455,,Pré Seigneur,48.96445343257606,1.904567880231184
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:28349,,Puits La Marlière,49.00840146492465,2.401442826144807
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:38211,,Puits La Marlière,49.00854430933963,2.4012361435045317
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16795,,Pêcheurs,48.86689304264809,2.637113322742562
TàD Dimanche,TàD,TàD Dimanche,IDFM:16795,,Pêcheurs,48.86689304264809,2.637113322742562
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16795,,Pêcheurs,48.86689304264809,2.637113322742562
TàD 6131,TàD 6131,TàD 6131,IDFM:12710,,Rabourdin,48.78246147819969,2.195311387475844
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29532,,Rayon,49.172773060038,2.041050138584292
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:38638,,Regnault,49.06884723361608,2.422039311260154
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29514,,Rhus,49.14296593167125,2.0777424252263548
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:416965,,Rives de la Viosne,49.09301081402893,1.97899412485487
TàD Goêle,TàD,TàD Goêle,IDFM:481046,,Robert Badinter,49.063913547533986,2.6770184409045976
TàD 6131,TàD 6131,TàD 6131,IDFM:12701,,Robert Wagner,48.78484967707297,2.1788190584637364
TàD 6131,TàD 6131,TàD 6131,IDFM:12700,,Robert Wagner,48.78520828639109,2.1786500832770477
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:485743,,Rochelles,48.97137849135733,2.916311635675021
TàD 4342,TàD 4342,TàD 4342,IDFM:7374,,Roinvilliers,48.356690967714144,2.240851589577358
TàD 4342,TàD 4342,TàD 4342,IDFM:7375,,Roinvilliers,48.35661043178298,2.2409202512042294
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38730,,Roissy Parc,49.005533813914916,2.5063797026870533
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38016,,Roissy Parc,49.005362801146234,2.5063403232456376
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38016,,Roissy Parc,49.005362801146234,2.5063403232456376
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:426791,,Roissypôle - Aéroport CDG1 (B1),49.01022866683935,2.559796105702373
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:477638,,Roissypôle - Aéroport CDG1 (B3),49.010209128528416,2.559372520906649
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:426814,,Roissypôle - Aéroport CDG1 (C2),49.01033576607535,2.559576487657948
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:13071,,Roissypôle - Aéroport CDG1 (D2),49.010434525297,2.5595346419988583
TàD Roissy Juilly,TàD,TàD Roissy Juilly,IDFM:13070,,Roissypôle - Aéroport CDG1 (D3),49.01039770522524,2.559302574140099
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:35045,,Rond-Point / Carrefour de l'Europe,49.0193628054703,2.4642346521689076
TàD 4308,TàD 4308,TàD 4308,IDFM:426746,,Rond-Point des Cèdres,48.534055958784364,2.4430919924490686
TàD 4318,TàD 4318,TàD 4318,IDFM:426746,,Rond-Point des Cèdres,48.534055958784364,2.4430919924490686
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16819,,Rond-Point des Sciences,48.90394802784255,2.588155157816066
TàD Dimanche,TàD,TàD Dimanche,IDFM:16819,,Rond-Point des Sciences,48.90394802784255,2.588155157816066
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16819,,Rond-Point des Sciences,48.90394802784255,2.588155157816066
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:22528,,Rond-Point du Christ,48.97597701010256,2.4220064796913396
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:28306,,Rond-Point du Christ,48.97592457168865,2.4223212543931725
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38135,,Ronsard,48.95705226264792,2.563359718984363
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40681,,Ronsard,48.95698881961285,2.5632236979942755
TàD Goêle,TàD,TàD Goêle,IDFM:481048,,Rosa Parks,49.063657924217516,2.672271909399579
TàD 4344,TàD 4344,TàD 4344,IDFM:3055,,Rotonde,48.433487257876955,2.155270435405045
TàD 4342,TàD 4342,TàD 4342,IDFM:2765,,Rotonde,48.433404755035184,2.155055444244686
TàD 4344,TàD 4344,TàD 4344,IDFM:2765,,Rotonde,48.433404755035184,2.155055444244686
TàD 4344,TàD 4344,TàD 4344,IDFM:12923,,Rousset - Audigers,48.42120587978477,2.3899387597353643
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:37985,,Route d'Eve,49.06067209639426,2.68549443797086
TàD Goêle,TàD,TàD Goêle,IDFM:37985,,Route d'Eve,49.06067209639426,2.68549443797086
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:423559,,Route d'Eve,49.060682912247465,2.6861921828898616
TàD Goêle,TàD,TàD Goêle,IDFM:423559,,Route d'Eve,49.060682912247465,2.6861921828898616
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:13612,,Route de Brezolles,48.96513029533733,1.9388366435910975
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:32938,,Route de Commeny,49.11301021903042,1.908510131455276
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:18828,,Route de Gonesse,48.95143528899703,2.4849102972351105
TàD 4342,TàD 4342,TàD 4342,IDFM:7315,,Route de Maisse,48.37311266905073,2.37862647191638
TàD 4343,TàD 4343,TàD 4343,IDFM:7315,,Route de Maisse,48.37311266905073,2.37862647191638
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:415667,,Route de Marly,49.058112321507444,2.5005162099158778
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38180,,Route de Tremblay,48.96377243428501,2.5377097506038098
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:13258,,Route des Parquets,49.016842215916256,2.2812698416173633
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40753,,Rue / Route de Sevran,48.953282975333416,2.531997136875668
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40754,,Rue / Route de Sevran,48.953184390936876,2.5320826814024886
TàD Goêle,TàD,TàD Goêle,IDFM:38264,,Rue Barre,49.01342065685364,2.7069418760821486
TàD Goêle,TàD,TàD Goêle,IDFM:422943,,Rue Barre,49.01289829511063,2.7066030744353085
TàD Goêle,TàD,TàD Goêle,IDFM:495050,,Rue Curie,49.03807804871405,2.7003473355059593
TàD Goêle,TàD,TàD Goêle,IDFM:38361,,Rue Curie,49.03805969001988,2.70019699902849
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:415817,,Rue de Condé,49.073330841797436,2.820483392533613
TàD Aigremont - Chambourcy,TàD,TàD Aigremont - Chambourcy,IDFM:34540,,Rue de Feucherolles,48.90727781519693,2.0225442430755387
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19165,,Rue de Flandres,48.94222861661636,2.5722620688532416
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:32634,,Rue de l'Aubette,49.05968996056406,1.9310388439292416
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32830,,Rue de l'Aulnaie,49.04746355752579,1.875085920093301
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:490497,,Rue de l'Aulnaie,49.04749027343503,1.8750579803250298
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38386,,Rue de l'Yonne,49.06820799018499,2.8046408136072722
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38387,,Rue de l'Yonne,49.06809955899455,2.8043127951453206
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:38708,,Rue de l'Épine,49.098492012836886,2.504563666076841
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419716,,Rue de l'Épine,49.09869206987341,2.5051094644545517
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:413744,,Rue de la Belle Borne,48.98962966107927,2.5295272848741326
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:474153,,Rue de la Fossette,49.012628214188815,2.584655154075165
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:474153,,Rue de la Fossette,49.012628214188815,2.584655154075165
TàD Roissy Juilly,TàD,TàD Roissy Juilly,IDFM:474153,,Rue de la Fossette,49.012628214188815,2.584655154075165
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:426877,,Rue de la Fossette,49.01251778609537,2.5865288202963934
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:426877,,Rue de la Fossette,49.01251778609537,2.5865288202963934
TàD Roissy Juilly,TàD,TàD Roissy Juilly,IDFM:426877,,Rue de la Fossette,49.01251778609537,2.5865288202963934
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:13615,,Rue de la Garenne,48.9638498665514,1.9313644226185545
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:39222,,Rue de la Jeune Fille,48.993973753602994,2.527451847381977
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:39222,,Rue de la Jeune Fille,48.993973753602994,2.527451847381977
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:39222,,Rue de la Jeune Fille,48.993973753602994,2.527451847381977
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32577,,Rue de Meulan,48.966502870326124,1.8714835323136343
TàD 4595,TàD 4595,TàD 4595,IDFM:3179,,Rue de Paris,48.64333559399182,2.2896044446361725
TàD 4595,TàD 4595,TàD 4595,IDFM:483683,,Rue de Paris,48.64339012745536,2.2896987213385893
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29598,,Rue de Pontoise,49.13756528863777,2.112851398012607
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:13259,,Rue de Saint-Prix,49.01012133888122,2.2851766840984844
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:413546,,Rue des Aulnes,49.04374664283534,1.9430704788913908
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:32491,,Rue des Aulnes,49.04367688220113,1.9433181248658173
TàD 4305,TàD 4305,TàD 4305,IDFM:37109,,Rue des Barreaux,48.43351870828225,2.3618779905816423
TàD 4344,TàD 4344,TàD 4344,IDFM:37109,,Rue des Barreaux,48.43351870828225,2.3618779905816423
TàD 4305,TàD 4305,TàD 4305,IDFM:7393,,Rue des Barreaux,48.43360728753741,2.361620043112788
TàD 4344,TàD 4344,TàD 4344,IDFM:7393,,Rue des Barreaux,48.43360728753741,2.361620043112788
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38371,,Rue des Bouleaux,49.080101631054156,2.792715167294788
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29588,,Rue des Fossettes,49.08782037951998,2.0684278479388487
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29571,,Rue des Fossettes,49.08799785819349,2.068123466417309
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:38669,,Rue des Prés,49.083116628489236,2.504546271786094
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419586,,Rue des Prés,49.083126240095,2.504696755009466
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:424477,,Rue des Rossignols,48.990679586425124,2.526689276894614
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:424477,,Rue des Rossignols,48.990679586425124,2.526689276894614
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:424477,,Rue des Rossignols,48.990679586425124,2.526689276894614
TàD 4342,TàD 4342,TàD 4342,IDFM:9256,,Rue des Sablons,48.42002043184065,2.376504058694332
TàD 4342,TàD 4342,TàD 4342,IDFM:9255,,Rue des Sablons,48.42018200811614,2.3764345614895777
TàD 4343,TàD 4343,TàD 4343,IDFM:9255,,Rue des Sablons,48.42018200811614,2.3764345614895777
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32614,,Rue des Saules,49.003585914813485,1.8942019119438387
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32615,,Rue des Saules,49.003633010769214,1.894433278402269
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:19565,,Rue des Vignes,49.00472787970376,2.548334321254883
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:19565,,Rue des Vignes,49.00472787970376,2.548334321254883
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:19565,,Rue des Vignes,49.00472787970376,2.548334321254883
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19565,,Rue des Vignes,49.00472787970376,2.548334321254883
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:470644,,Rue des Vignes,49.00452851569328,2.547926018101929
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:423738,,Rue du 26 Août 1944,49.07124697094016,2.8101719070318207
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16830,,Rue du Chelléen,48.87833047490673,2.607991728526634
TàD Dimanche,TàD,TàD Dimanche,IDFM:16830,,Rue du Chelléen,48.87833047490673,2.607991728526634
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16830,,Rue du Chelléen,48.87833047490673,2.607991728526634
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16829,,Rue du Chelléen,48.877532201197766,2.608638558351804
TàD Dimanche,TàD,TàD Dimanche,IDFM:16829,,Rue du Chelléen,48.877532201197766,2.608638558351804
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16829,,Rue du Chelléen,48.877532201197766,2.608638558351804
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:423136,,Rue du Châpitre,49.002521703538584,2.535738527124495
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:41795,,Rue du Châpitre,49.00256253427742,2.534672106657761
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:41795,,Rue du Châpitre,49.00256253427742,2.534672106657761
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:41795,,Rue du Châpitre,49.00256253427742,2.534672106657761
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:41795,,Rue du Châpitre,49.00256253427742,2.534672106657761
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:13261,,Rue du Cimetière,49.00956085812012,2.2801676732182274
TàD 4343,TàD 4343,TàD 4343,IDFM:37343,,Rue du Clos Noyer,48.400734225530464,2.3770705380840003
TàD 4342,TàD 4342,TàD 4342,IDFM:9257,,Rue du Clos Saint Gervais,48.41402520627192,2.379291586165563
TàD 4343,TàD 4343,TàD 4343,IDFM:9257,,Rue du Clos Saint Gervais,48.41402520627192,2.379291586165563
TàD 4342,TàD 4342,TàD 4342,IDFM:9258,,Rue du Clos Saint Gervais,48.41405155844901,2.379169644386685
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:38028,,Rue du Gué,49.02073263014406,2.59864526259109
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38028,,Rue du Gué,49.02073263014406,2.59864526259109
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:423578,,Rue du Gué,49.02089393262218,2.5984799502477003
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38735,,Rue du Noyer,49.00322357577738,2.5043788515962375
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38735,,Rue du Noyer,49.00322357577738,2.5043788515962375
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38131,,Rue du Pavé,48.98667815716246,2.5336119774200356
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:39241,,Rue du Pavé,48.987463172573115,2.531992649681509
TàD 4308,TàD 4308,TàD 4308,IDFM:21586,,Rue Ferrante,48.49776055928411,2.4694256244272554
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29715,,Rue Léon Bernard,49.10603784878555,2.1808535831685774
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29723,,Rue Léon Bernard,49.10608317493707,2.180907647639887
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:38748,,Rue Neuve,49.067031395804484,2.4258911958682754
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:413507,,Rue Normande,49.04321046978087,1.873208284956937
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:413484,,Rue Normande,49.04330307119255,1.8734935391980758
TàD 3209,TàD 3209,TàD 3209,IDFM:10013,,Rue Saint Jean,48.561638567160315,3.2842297613047036
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:497022,,Rue Scribe,49.00223377935963,2.4162473870458387
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:423572,,Rue Scribe,49.00324294273398,2.4203773580393735
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32618,,Rue Vincent,49.00828743961825,1.896945178466633
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:40266,,Ruelle du Puits,49.067943762104704,2.4739554408309217
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:478349,,République,48.94987033132078,2.5666968584657304
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:427687,,République,48.950130663984794,2.566571807312476
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:15505,,République,48.86928856354375,2.6411999616287707
TàD Dimanche,TàD,TàD Dimanche,IDFM:15505,,République,48.86928856354375,2.6411999616287707
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:15505,,République,48.86928856354375,2.6411999616287707
